"Tweet_text","ID"
"@vongrime ...well, perhaps, u r so  that u don't know what illiterate means, but u r a 'cock-sapio', for sure... @davidhughes109",451409
"say no ! to @samaritanspurse ! keep your imagninary benevolent zombie friend to yourselves!",752116
"maybe there actually was a rapture, but jesus came back and said, 'fuck all of you wackos.'",268294
"human beings should get to decide where they want to live and work. they shouldn't be restricted by where they were born.",555607
"i    i   i believe   all because of my christian faith.",1457790
"i just wanna live in your presence, everyday.",1083185
"1) they gave me bc when my husband and i couldn't afford insurance much less a baby i",1463032
"so disappointed in humanity right now with what's going on in my hometown.",1538048
"if  is a  then why don't  fear the",1042787
"since we last debated, over 3,000 people have been killed by guns' -clinton",987858
"syrup made of it and mint stops vomiting and strengthens the",1341543
"they probably wouldn't agree with my piercings and tattoos either. how does this add weight to your position?  @me_catholic",903961
"real dems aligning with our most viable candidate not the old goat who can't string two sentences on foreign policy together.",1194684
"@nro what about ginned up lies based on bogus videos designed to deceive and inflame?",1453196
"@justsnapd8 you are so right! the  people feel shame being pro-murder so they want to be us.",556404
"if  sat down next 2 u in a restaurant, would you get up and leave?",1455555
"what is the best way to turn someone",1101392
"tweets sound like wolves howling at the moon.",434358
"fetuses: -can't maintain homeostasis   -not breathing",1209651
"the main problem of  world",1212731
"three percent of all planned parenthood health services are abortion services.",1463504
"i support a women's right to have an abortion, but i don't support funding planned parenthood.",773563
"is a hillary reading my tweets? i swear she used some of my exact words! feeling her big time!",852090
"@ppact keep them in your corner. we don't want them. i want people who value life in all its stages.",577312
"@hillaryclinton how about your foreign policy answers tonight. would you ignore france like you did benghazi.",1021245
"sex has always been used for pleasure and other means before it was socially acceptable  =",893576
"go back to your play station fool @mogleeone  click off that porn site, go out an get some fresh air stop spanking on yer keyboard",269835
"i am  but i will not judge you for choosing abortion. i would suggest other options, but i know it is not an easy choice to make.",571799
"@msnbc would rather be hearing hillary's discussion than andrea bitchel.",1194699
"rt 'audere2010 petertatchell revolutionsyria ha! he didn't start the war by turning the army against his own people?'",235779
"@reformedsamurai baseless defamation attacks like this are the reason  is losing so much credibility, so fast.",928289
"i am so proud of my boss. @hillaryclinton you inspire me everyday",1016557
" that i will always praise  at all times, his praise shall continually be in my mouth.",1044497
"i don't think taxpayers should  be paying to send donald trump's kids to college'.",1017699
"rep. morrison authored the strong  judicial bypass bill. we're proud to present her with our courageous defense of life award!",577266
"after 11 hrs of the b enghazi hearings a 2 hr. debate must feel like child's play to",1002000
"coerced sex is rape even if it's your spouse.",913800
"if you support the  shooting yesterday, stop pretending your pro-life.",1528931
"@my_buddy_todd @k3ithcombs lol i believe his name is bill, and he smoked pot once but didn't inhale",867376
"hillary you ignorant loon, france thought the same thing just last thursday  @hillaryclinton @nro",1021851
"@evie_tweeting - the problem is  i was cornered in a basement by someone i thought was my friend and he asked me to flash him.",915935
"@gregflippen carson is known to fudge on the definition that life begins at conception. even rubio will get more  support than him.",1354560
"everyone has their reasons for carrying out certain acts, but lives should not be lost in the process.",1448095
"rt @defiantlionuk:  are emulating the 'perfect example' of muhammad. are you saying he has nothing to do with  @adnansadiq01 @s",1188098
"a powerful and yet - a simple prayer to pray is:  'i trust you   that simple little prayer can - release power beyond measure.",1052799
"i ain't a socialist and i sure as heck ain't a republican",1005853
"you can't wait to be called on. you have to interrupt.' secretary albright on being a woman in power.",864356
"money needs to talk or money will revolt.  wall street is not about 'greed and fraud' g-s is a 1950's solution.",986904
"appreciate  for the progress; the great things he is doing in your life   finances education work place relationship",1165982
"if hillary clinton did not take necessary steps to protect americans at benghazi, she should face life in prison",616754
"committing violent acts &amp; threatening others from not believing in what you do makes you a terrorist&gt;",1452662
"@jebbush might kill baby hitler. a  would have stopped him by admitting him to art school.",954518
"you're triggering people who have had  or even miscarriages.",1540961
"@stylistkavin @ken_conn @therework  too but i will never use hurtful language against bernie sanders.",1009723
"@nycsouthpaw @boingboing a vote for  is a vote for war.",1002372
"word game! @ppact wants to know a word describing them best:  &lt; latin pernicies meaning ruin &amp; death",1205168
"there's a michael bay movie coming about... ???",1628470
"watched  last night. bond is my hero. the ultimate fuckboy.",1402615
"@hkarterkarter right and you can trust labor on everything   by the way  have a nice day @catherinekingmp",945305
"blind faith and ignorance will destroy this country.",855988
"rt @gkmtntwits: rubio pivots to mimicking  democratic platform. gop excels @ sleight of hand.",932504
"rt @counterpower5: join the tweetfest. it begins in twenty minutes.",904735
"@pudcast245 hmmm. you're agreeing with decisions being left up to states (tx, etc) @political_bawss",1444947
"sorry, but nothing says  like murder. these people are idiots and the people claiming this guy was a hero are even worse.",1443822
"rt @joshgruneisen: we cannot change the past.  lets fix our eyes on christ and work towards a better future!",1210766
"rt @ronkardashian: what you value you protect.",1477503
"you know saying 'google it' when questioned allows the person you are talking too to create their own narratives.",915870
"created the list  on my account. who wanna join? :p",945389
"@abukedem @sensanders sorry shouldnt have to cram for foreign policy.",1000997
"% because she knows/says: potus doesn't get credit deserved for strengthening economy. we need to build on that. (para.) per h.",961928
" women of colorado, i support your right to medical treatment.",1537976
"must always be an available health-care option.  no matter what. there is no shame in having one. ever.",1534375
"@npr call him what he is.. a terrorist.",1463044
"stop praying! only when we do away with religion will this nonsense stop!",1133007
"if you actually  how do you hurt him? if your transgressions multiply what do you do to him? job35:6",751498
"@torontolydia @theblogger_hub @mondayblogs thank you so much, lydia!  i wanted to show what  actually does!!",1463657
"your  effects only a human like yourself and your righteousness a son of man. job35:8",751496
"rt @eye4style: the term 'pro-life' is propaganda and nothing else.",1534500
"ugh getting in a fight with pro choice nut jobs on instagram",1463455
"distinction which may clarify some confusion about atheism: i don't believe there is no god. i merely don't believe there is a god.",428063
"on this  i invite everyone to say something sacrilegious against  to help expose the harm they do, every day.",1225181
"for folks who can get pregnant that are on my lists: if you need someone to go with you, ask me.",1530964
"couldn't finish the planned parenthood controversial video... makes me sick.",790527
"@princessomuch in other words, i'm a hot woman's ideal   you just made my day!",914514
"i'm more afraid of my  neighbors than my  neighbors.",1225193
"i'm almost finished with my blog. anyone ready for it? 'more then we can handle'",1127801
"@melaniesdavis @hillaryclinton @berniesanders b4 u shame me it goes way deeper than that all way back to first lady status!",1009696
"@teresaedelglass the only place i want to see @hillaryclinton come election day is in a prison cell!",1641557
"@prodigynjh we don't need planned butcherhood.",952595
"rt @burdenliftertv:  was the   founder of   why   end  ht",889773
"rafida ahmed, bangladeshi-american attacked in feb. by machete-wielding terrorists, is speaking on capitol hill today",1573525
"@espnmondaynight way to go @houstontexans @bengals  crap talk aside just good fun. put   ahead screw the man and sensitivity",1130114
"@inked1bna dont be afraid you might learn something look it up..",1070761
"@salamah786  too perhaps as all  i talk to on  always demand evidence for",262880
"not only am i pro-choice, i'm pro natural selection. remove warning labels &amp; let the problems solve themselves.",1529914
"@msnbc @chrischristie  means you respect the right not to be killed. it doesn't mean you're responsible for helping run their life",900722
"@novusordowatch @rightwingwoman why would anyone make such an asinine wish like that?",555259
" , until someone told me that consent isn't important anymore after a woman agrees to have sex.",1202166
"let go and let",1127757
"rt @royaljak: we  need to stop going to courts and more into schools and colleges!",1053557
"@ricosuave14 where are the rights of actual girls and poc? they need access to  care.   @pagangrandma",891022
"@austinbramble @naral @wapovanessa no. you just didn't like my answer.",900775
"@carlsbaddreamin @monstermarcia @ppact getting rid of low income parents' babies is the service they offer",1444734
"because killing a child is never an option in my eyes.",567479
"i have some jewish blood &amp; proud to",1200111
"rt @palominofashion: you are welcome and i truly agree and in favor of   and  keep it up and keepit going  h",565516
"don't want to hear about anyone's damn prayers.it's time civilized society moved away from religion.",1133017
"@trillyana @blurryfacejpg there's  at the bottom.",1144786
"you, on the other hand, celebrate baby murder. it's pretty clear who the bad guys really are.",791915
"until ronald reagan told me that someone had already chosen to give birth to me.",1202143
"rt @actforamerica: clinton: we have resp to provide diplomats with resources needed to get job done.",609311
"@superdrew_24 what makes you think you have the right to tweet something so mean?",1144345
"rt @domirvin: love, love, loving this storyline on scandal.",1207669
"rt @lifeforcevibes: paying attention? @dwstweets me &amp; @justcrum79 are polar opposites in economic theory yet both agree  so w",855554
"@lifenewshq has there ever been a more selfish statemrnt spoken in history? @gloriasteinem, a life lived in narcissism.",903542
"at this point i care less about who the gop nominee is &amp; more about defeating hillary as decisively &amp; embarrassingly as possible.",958681
"i kinda miss the days when the ultra-right wing thought hollywood was the country's worst institution.",1543405
"i'm done. actively unfollowing  at this point.    they gotta get over this delusion they suffer from!",860164
"rt @_7654_: allah does not exist, simple, logical and natural.A    1234",744314
"rt @nevillelouann:  is to repeat lies often enough you'll believe anything.  politifact concurrs.    htt",855337
"some wack job goes on a shooting spree, but pp says our rhetoric is the problem",1438685
"@atifismail666 @hemabo94 on top of which, it never said it's okay to be an  despite  actually being true! :d haha",668302
"rt 'janeallenjr condemn you to burn for eternity, not the most peaceful idea, for a single thought, pure malevolent.'",748179
"rt @adrianaunis: you're not  if you lie to, harass, and insult women who need an",1410710
"@sburton305 n jesus name amen.got to turn from some terrible sins.like sacrifice  .r tax money should not be funding satan worship",1253871
"@ambikapadmaloch  wants to see their evil practice forbidden, not to kill them.",899986
"zoe quinn is making a book about her 'career' ?  what is it, a terrible version of fifty shades of grey?",927449
"i help the homeless the other day. i did it because it was right not for a reward in the afterlife.",1053562
"we've got the consensus. what we are lacking is political leadership.'",1001967
"@ericka783 they cover the difference b/w nouns &amp; adjectives in grade 3 english. oopsies.",892186
"@savagenation @hale4jesus i support the state of texas.",1355968
"... praise be to the   (2 corinthians, 1:3; ephesians, 1:3)",1325514
"@doc_68w_ she literally said she wouldn't 'sit by and watch as good people keep dying.' i laughed out loud.  anyone?",1606972
"not very  if you're celebrating the death of people who you feel deserved this death",1443468
"rt @repubgrlprobs: 'it's our job to protect and defend human life at every stage of it's development.' -pope francis",793674
"im in algebra 2 and everyones finishing their p.a's but im sitting here asking everyone is jb back with selena",1330267
"rt @dave_gosh: hillary lied several died those are the facts! throw her in prison",706875
"rt @stabulousness: i had an abortion &amp; it saved my entire life. you can take yr dangerous  bullshit &amp; stick it directly up yr ass.",1442886
"trust in d lord &amp; be of gd cheer esp bcos u do actually belv dt he will ans ur prayers in jesus name amen hv no fear nor doubt",1394357
"@defendingtheusa @jengranholm @realdonaldtrump there is no doubt that @hillaryclinton shouldn't even be running 4prez",1634261
"while republicans spread fear &amp; violent rhetoric, @hillaryclinton rolls out national &amp; int'l policy platforms. big difference.",1494927
"@nydailynews no,  never fuck up! only the successes are theirs!",947917
"the great flood / noah's ark, is copied directly from the epic of gilgamesh",1466513
"vote for a  that loves god &amp; country.    will seek gods face and not gov.",1258802
"rt @jamesrgoodman: 'nor shall you stand by idly when your neighbors life is at stake.'  lv 19:16    htt",903084
"@hillaryclinton guilty for all the lies you &amp; o told families of the victims in  what youtube video?",934261
"do not guilt them. do not harass them. people are going to gosnell",1209314
"join or lead a local small  support group (ssg) w/  for  w/  :",1441338
"rt @isabelltolling: sorry people... you are no longer a fetus!",1443911
"rt @birdy_kills: check out the freedom from religion foundation! @ffrf    &gt;",1029683
"be thankful for every person who apparently puts their life on the line for the reproductive health of men and women alike.",1532980
"@clementine_ford @amyjoryan how does one lose a game they never played?  these women aren't exactly trophies...",914309
"@stokethe_fire @gooneratheist ok that i'm  just can't seem to take that leap of faith to go full on",442237
"responsibility starts before the baby is born..not after @chrissalcedotx",569846
"good thing hilliary is there to answer all of these questions about iraq and libya",996380
"@carl_the_walrus ...i was waiting for the first &amp; most imbecile  to say this... &amp; u r the 'winner'...  congratulations...",448159
"@chrissyteigen i've admired you and now i overwhelming respect you. i wish we were friends. let's stand strong.",1451871
"@jdefiant9 and who asked her? it's not like these fuckers are 'intersectional' where men are concerned. @claudiasucks",1138594
"i want more than what i can imagine i can have.'",1331509
"principle: the  is withdrawn with an election of an ineligible potus.",794320
"it is imperative that the  promotes a  which is radically practical for people's everyday experience.",1248785
"@johnhmerrill @secprimary way to go ! get them registered &amp; remind them",1116658
"lebanon was attacked before paris and kenya was attacked in april islamic extremism is being used against muslim populations too.",1074818
"@arcticfox2016 what part of illegal does she not understand?",1585962
"@ppact at 12 weeks a human fetus (baby) can feel pain, has an active brain, nervous system, fingers, toes, eyes, finger prints",1458416
"disgusting enough to have feminism pas.agg. demonise males, but 2 know female actions r excused makes me worry my safety.",926489
"every genuine experience leads to expansion.",1247828
"@albanmaginness @sdlplive the support of of  and pro  people should not be taken for granted. election not far away.",905627
"@focusfamily looking forward to response regarding pamphlet instructing use of the 'abortion pill'",1414521
"@blessedirishmom a lot of things i find disgusting are on tv. instead of losing my shit on social media, i change the channel.",1410666
"do you really believe that 1 in 4 women are raped?",1138515
"rt @lordheavenearth:   in    us    that   comes. not   not  but",1488022
"supporting attacks on clinics that provide life-saving cancer screening and std testing does not make you a hero.",1552181
"rt @blunderingidiom: you cannot keep fighting against access to healthcare and call yourself 'pro-life'.",532921
"to iowa....i can't wait to get this thing started....",865249
"every life is precious",1032928
"rt @patrick_hostis: hey  ! congrats, u r a bigger threat than isis!  @carminezozzora  @chinookpilot6  htt",1585095
"based on your tweets @mikerobbinsusa you're no authority on what makes sense.    cc   @adamizer1 @didikatz",263071
"in  saving a person is equal in reward to saving all humans! islam is the opposite of terrorism!",1036991
"if  are so  the should adopt a syrian orphan!",1203431
"how is the planned parenthood shooting not considered terrorism? fucking media, man.",1553427
"@raimu21 @2dammuslim l roy hubberd and hitler are dead.  where are youre gods now  ?",680472
"mt @alainarobbs: im  because i believe a human,no matter what size or stage of life,should have a right to live.",1116605
"there's a difference between rhetoric and activism.' and that's the main difference between @berniesanders and @hillaryclinton.",1019513
"@lewandowskijohn  recognize a woman's most basic right.your choice driven by misogyny @catholiclisa @obfuscateclear @keithbrekhus",1465785
"attention all @hillaryclinton supporters: you already took the blue pill. keep on dreaming.",1639862
"@berniesanders i watched your tv ad and you won my vote. but now,i see that you side with planned parenthood.that's",906528
"the fanatic is someone who is convinced that just believing in  and living a moral life is simply not enough.",1577912
"@pooroldkilgore i saw this on a website. you know how everyone likes having nice things said about them? well, that includes god...",752238
"@guy_otten  were since beginning, iblees or lucifer was 1st   @chandlerjoseph9",259721
"rt @ellahiecooking: deuteronomy17:19 read god's word daily as long as you live learn to fear and obey the lord your god   ht",1117837
"@blueamerica2016 r u kidding??? u back hrc??!! hrc is a serial liar!!!",1602087
"rt @awelab1956: @surfinbird5121 @for_hillary not jeb! probably rubio. hillary definitely.  :)",1628783
"if ur  this is what you're supporting. this is the side you're on.",953539
"if you  you also  ,  and",1454722
"@mattwalshblog so ironic!! i mean, with abortion literally ruining lives of the baby humans!",539888
"is a constant stream of poisonous comments by stupid people.",928174
"i'm  because feminism today only teaches girls that they are victims.",926475
"rt @rogeriscatholic: the most horrific violence in america is the war on babies.",910885
"rt @truebiblejesus: for in my inner being i delight in  law [ commandments].  (romans, 7:22)",1053090
"rt @cheeriogrrrl: @karenhunter @anntbush  folks only concern is the fetus.they don't care abt living, breathing children or their n",572567
"if you say 'it is no ones right to decide another cannot live' then that should absolutely include unborn babies !!",1103225
"we're now entertaining a swell armchair re-litigation of the 1942 wickard v. filburn case.",885978
"requires society to re-enforce  values &amp; establish better social support structures for expectant mothers.",910707
"caution, ladies. if you defeat @clementine_ford in a logical argument she won't concede. she will  you. @458cincinnatus",1492811
"one thing is clear @hillaryclinton is so presidential!",1001985
"i am vompletely devoted to you.",1214492
"just because @realdonaldtrump says it's true, doesn't mean it is. in fact, just the opposite. @hillaryclinton will be",1192491
"@wowbaggerish @willfulsub @groggygirl85 murder is wrong. all murder is wrong. that's standard",1441856
"anyone who would abort the fetus of hitler is worse than hitler.",896465
"@macudoshis @bobsmith4152 being a  it really doesn't matter too me at all.",452451
"rt @kayleigh2232:  and don't let maine defund planned parenthood",888962
"rt @pooroldkilgore: just a messing around pic, but thought it looked sort of cool     h",1393485
"don't waste your time trying to be  for  that's not your work! just  him and he'll do the change on his time!",1336280
"happy anniversary  !!!  celebrating 99 years and 7 million dead babies!!!",528908
"this   we recognize a critical moment in the global fight against hiv/aids.",1545135
"@bryngreenwood thank you for your story! this is an everyday fight and struggle for millions of women. thank you for your work",1553223
"@mcclainjulie @hillaryclinton @hillaryfornh wow! massive!  smart people follow a true leader! not a dictator!",857532
"our ignorance is god; what we know is science.  robert g. ingersoll",263157
"what is most on the pastor's heart will be most in the people's ears.'",903112
"@goodnewsfeedorg i'm glad my mother *chose* thanks to  &amp; wasn't *forced to give birth* against her will. how about you?",893841
"rt @hillary4florida: why hillary clinton is the most qualified candidate:       h",859796
"rt @minleerice: never give up on   he will never give up on you!",1049524
"is it too early to speculate that the sword attack in sweden was done by an  fanatic? @richarddawkins",650554
"starting to plan our holiday fundraiser!! stay tuned!",1199122
"@sgrant525 thanks so much for the follow! it's very nice to meet you! we'll get  elected!",851752
"@flackstar007 @gawdsez so it is being destroyed but what will it be replaced with?  if you're truly an  that means no ruling judges",464240
"life begins at conception!  &gt;&gt;&gt;    is    we are",901445
"@hfa4bhm so you finally found 15 people in birmingham supporting",982363
"so, liv is exercising her right to be",1208963
"what  has given can't be taken away..",1042498
"being in a meeting where sex ed stats and reality of the situation make me wanna pop off",941205
"rt @hahnamerica: there is nothing moral about ending the life of an unborn child @gloriasteinem every baby deserves to be born.  #",913401
".@berniesanders statement on the pp shooting was exactly on point. good on him for calling out dangerous rhetoric",1458542
"@hillaryclinton &lt;&lt;  your not fighting for anything but yourself  god forbid! @jamescoleman07",1197389
"rt @skylarnicks: pro-life is 'i know what's best for you.' pro-choice is 'you know what's best for you.'",534261
"heading to @ppact this morning for a regular test panel, because sexual health is everyone's responsibility.",941700
"if only you could press a button to rid the world of all followers of  i'd do it with smile and a fanfare!",1180907
"please follow @hillary4florida if you aren't already!!!",866437
"@lbc we all know that  is a man made thing, religion is mans way of understanding the world 1000s of years ago, but not now",1335618
"has been legal for some time now why hasn't  punished us yet? almost like he doesn't exist or something.",458259
"give me the addresses @hillaryclinton and i'll gladly do it.",930410
"fact. china's one child policy has led to 33 million more men than women. and end result will be more future harm than good.",899920
"the truth is, even black women have abortions. have fun you sexist pieces of shit",891522
"says your  at night  watching. who keeps letting this man into the house.",1053662
"because women know what's best for their bodies &amp; deserve a safe place to receive care.",1534602
"@benshapiro  they don't tell women what to do with their bodies they just don't agree with the murdering of children unlike you",930391
"when all is dark, you help us see.",1174834
"@elsalion2 @andyrichter also your company may double your charitable contribution to pp, find out if it will.",1533420
"lol at hillary supporters who fave my mocking sanders tweets!",961459
"i will always be  so keep ur misinformed anti-women shit away from me",890853
"rt aul: do the math.",580205
"had a great time teaching a twitter webinar today for  groups on how to move a message &amp; grow a twitter army. happy help your group.",904800
"rt @ppact: twisted logic: unintended pregnancy is at record low...so let's make record high cuts to  &amp; teen pregnancy programs?",885649
"rt @can2009: you don't have to tell folks that  called you. let them judge your tree by its fruit.",1327816
"can anyone explain to me how all these  manage to get through life with their legs closed all the time?",894733
"if you believe that 'life' evolved from single cell organisms, then how can you logically believe that the baby is not a 'life'?",890198
"@repjohnlarson what about the christians being beheaded? what about the unborn",1354315
"the reason i'm so passionate against  is because i value life too much to see ppl allow a parasite like  destroy them.",647256
" if you are so strong, meet your enemies in the ring for unarmed hand-to-hand combat :p  ...to the death :o",312764
"will only use ground troops when clinton foundation investments are threatened!",1191725
"rt @waybaby: @thehill   i like her in orange.",959016
"@sinnfeinireland an advantage to  is they are lifer affirming. contrast to @sinnfeinireland who are anti life.",1439837
"@pepper_l_davis @sassysassyred other religious books may have wisdom but they are not of  , from god.",1477592
"rt @naphisoc: @hillaryclinton: ''i'm very proud that a majority of my donors are women.",987338
"to be clear, identifying as  means support for reproductive choice, inc. the choice to give birth &amp; parent. why does  lie?",556029
"a  right-wing nut... shoots up planned parenthood over  perfect example of people who shouldn't even be allowed to vote.",1439661
"porque hillary comprende nuestro mundo  because h r clinton understands our complex world.",1014323
"if  has  &amp; knows who is going to have an  why did he allow conception in the first place?",968615
"@sirthundertwat @thenewnorms @takedownmras right the daily mail. thought so.",1492083
"@thevoiceofpaulr @katmat20 that's a fetal corpse someone posed for that pic. congrats! you just used 'dead baby parts'!",1252829
".@raycomfort  if  can see everything like u said~y did he have to go down to see wht was going on n babel~do u read ur own book of myths",1371807
"@kathrynnicassio no, it is because of feminism that women think they have independence but are co-dependent",1311377
"@sandytheis @prochoiceoh @sabrinaeaton @clevelanddotcom truth is @ppact admitted to selling baby parts. u r wrong.",975009
"day 279: satan used the evil of the world, the lust of the flesh, and the confusion of lies to deceive.",437910
"@idpetition @deepgreendesign @pnpcbc @ctvqp there are plenty of reasonable legislation in canada. you want a ban.",891836
"me: 'i'm an  and i am writing about atheist rights'. answer: 'yeah but try not to get any  organization after you...'",269861
"end the   hav ovr    i have the  if given a",912946
"@govmikehuckabee actually, its esp terrible for ppl who work there, ppl who rely on pp for med care&amp; the ppl of co springs.",1528094
"@aul after your dishonest chart embarassed rep. chaffetz, you asking anyone to 'do the math' is hilarious.   is",580327
"they incited this behavior as well as that of the  politicians.",1530863
"cain 357 talking like he ten foot tall, choppa make a nigga jump a ten foot wall   @jeezy",1168079
"i'm jewish but i would trade this country's  neanderthals for those syrian refugees anytime!",1443273
"amazing obama can say isis is dangerous org as was al qaeda when he armed al qaeda in syria",1626882
"2dai is the day that the lord has made 4 u to shine. make use of every second of it and enjoy as much as u like",1251826
"@brandonspeak @hillaryclinton @winthropu wish i was there! i am in nc",852564
"rt @pastord365: without peace in  nothing is good.",1322352
"the key to taking back our society lies in the development of character and the family unit. government is a band-aid.",894901
"  just said, 'you are next in line for your miracle! '",1046362
"rt donna_west: every time i hear hillaryclinton speak i reaffirm why  on foreign policy, healthcare, equal rights, reproductive r",1007257
"@nochilllnicole @rlperen those are the buckets of fetuses taken by women who thought abortion would unrape them",568880
"rt'@can2009: it's ok if you don't understand  just don't misunderstand him.'",1373555
"the grossest thing about  folk is the fact that they claim to 'love' a cluster of cells in another person's body. ew.",790867
"you're not  if you insult, assault, or attack people who want abortions",1200509
"the problem with heaven is that so many of the people who say they're going there, i just don't like!",746554
"rt @penguinopph: right now, the mess community needs to be screaming  at the top of their lungs.",1312923
"happening now: ohio house expected to vote to  @phrontpage @jbalmert @lbischoff @kent_gongwer @joingles @asanner @jcarrsmyth",1108559
"2/3 ohioans support efforts to  when they know about pp's ongoing scandal.",1101874
"angela   @sonslibertytees @tgradous @realdonaldtrump we are not the silent majority. we are the majority with voices ';....;'",1253582
"interesting that every time i post about being  or that  i get borderline death threats from so called  ppl.",552161
"@libertea2012 written on thanksgiving day purposely.",1602200
"when life begins is debatable. murdering adults is wrong, period.",1529769
".@richpf .@rosemcgowan um... no, you ignorant slut. those hands belong to @hillaryclinton.",1606633
"@un_women @payscale it's definitely not about gender discrimination that's for sure!",918742
"do not pressure them. leave women alone   is",1105072
"im in da asylum &amp; im only one tryna get out ..why ?  !!!!!!!!",1333012
"it's only 'murder' if it's inside a uterus.",1443216
"@gov i would ask hillary to define the word ' truth' i'm sure she couldn't .",982292
"i thought abortions are only 3% of what pp does? not to mention olivia chose to have sex with a married man.",1204390
"@pantanolaw and all of her minions who say 'we need a women president'. we need a person to can unite the country. it is not her",1601566
"open your mouth, judge righteously, defend the rights of the poor and needy.' (prov. 31:8-9)",1205104
"@kirstenr0se the  you mean when western civilization fought the military expansion of   they were a good thing.",1098637
"@prisonplanet @eliah_r  you cannot hold the position that men should be allowed to feel when you deride them for it.",1402274
"i see no point in pp's 'pledge a protester.' it affects us in no way. it's just another money making scheme by @ppact",569667
"@crproudman nobody throws 'rape' around like feminists. project much?",928929
"congratulations to barbra streisand for being a 'medal of freedom' recipient!!! she also supports",1360732
"abortion activists want television programs to show abortions arent evil or demonic",1203649
"rt @mstulip85: everyone deserves a chance at life.",1410569
"you're not only changing lives, you're saving lives' - dr. arrowsmith. support for transgender community is 1 reason i",1208380
"apparently men should not have an opinion on abortion - unless they are pro-abortion of course! # hypocrisy   # liamneeson",789044
"rt @canada4hillary: it's official @hillaryclinton,  is here for you!",854465
" is a self-inflicted wound made by arrogant, selfish, power-tripping, narcissistic women who love violent men.",945520
"you didnt get ptsd from twitter shut the fuck up you ignorant fucking cunt. omg",1115486
"rt @alienwarlord: so... by your actions this world you maintain  for those with more than half a brain",1245062
"rt @sportygirlc: hillary clinton by definition is a filthy rich, yet morally bankrupt old woman",610602
"we gave foley a chance to fix it. he didn't. now to the next level.",1553151
"rt ohiolife: there is an entire universe of support for women in ohio.",792615
"never forget this! the only   becomes something is when he allows  to partner with him.",1479278
"@_laradd @andyrichter no, no, no! the medical term is 'baby batter' - just like whipping up some pancakes!",1547649
"@26suicides you must want me to write an article encouraging straight men to murder homosexuals.  ask them if they want me to",914356
"good news for you  people, just heard on the radio, madonna's made up her mind, she's keeping her baby!",574390
"ms.lockhart on @thegoodwife_cbs tonight said a fetus isn't a human being    @lifehaspurpose",1355109
"lynn @wrko680 re: your news report on  -it's baby body parts not fetal tissue",1109452
"rt @aul: 'if harvesting baby body parts is not against the law, then we'd better damn-well change the law.' - @repstevechabot",576919
"killary's horse-teeth smile &amp; witch's cackle after guy says he wants to strangle fiorina. presidential? i think not.",929956
" because i have opinions and thoughts of my own, and don't just recite what everyone else says.",977642
"rt @stellab_01: @sensherrodbrown what health services are those? name them please.",1109457
"alert pray/work to overturn horrible state law (ab775) demanding that crisis preg centers also provide  info",573012
"rt @stylistkavin: who's shouting now bernie?",1008288
"pardon me if i never believe anyone who ever claims to be a former  i haven't actually met any.",447851
"@tuenight @jezebel @chrissyteigen yet another reason to never watch @fablifeshow ever again!!",1445864
"rt @rosie_izzi: spotted:  signs! you go girls.",1412708
"rt @handofhopeprc: when korie robertson favorites our tweet.  god is good!",904171
"i'm going online right now to join the 60% of female donors to @hillaryclinton.",988965
"i'm surprised  and all the other democrats are not demonizing the police in   @megynkelly",1625368
"@reprorights @ppfa gives women (some men) access 2 safe healthcare i applaud their work!",893042
"we are working on a project with sen. cruz to perform live ultrasounds on children in their mother's womb at the us capitol!",1256893
"krueger is not a 'wall street economist'. he's a well regarded expert.",989728
"rt @allanackbar: my friend mo' misquoted me once by saying that apostates should be killed. i meant culled not killed but anyway!",1099147
"hate that most stock photos in finding while searching  end up with prolife pics. gotta change that.",553176
"and the weight of evidence &amp; argumentation is that a pregnant woman is herself a human life. @theweeflea",892720
"rt @rodinthinker722: to be  is not to be anti-choice. it is to hold morally accountable the choice to take a life. the choice itsel",895889
"rt @keithellison: awful news of a mass shooting in colorado. many injured and one officer killed. i am praying for the victims.",1461914
"cares for you.  is the proof. that's all you need to know.",1334792
"@texasfreedom101 @cbsnews name them, the gop are the liars who are desperate to win with false allegations and twisted truths.",1002106
"rt @alissathegoat: look at my heart not my ass",914839
"no such thing as a pro-choice christian. if you're for killing babies, you don't know christ. matt 7:16",899340
"rt @willysbaldspot: if she can't protect 4 people she can't protect america     ht",1603244
"makes me fucking sick that people can claim to be pro-life but cheer the deaths of the victims of pp",1531146
"should we get rid of combined political parties. socialists claiming to be democrats &amp; tea party claiming to be republicans!",1192796
"rt @nicholasrblack: if anyone's wondering what  tax policy will do to this country, just look what's happening in kansas  htt",862114
"@pudcast245 @word_34 @carlyfiorina liar.  claim is coming from   unconfirmed.  sycophant media is running with it.",1444657
".@lormaak not because of  doofus. it was a parole violation. if i'm going to live rent free in your head, i'll need my own key!",1606960
"just discovered the   and it is just awful.",945854
"i really need to stay off facebook during debates. my friends do not like me.",981229
"because obvz i just do this for male attention.  even though i'm gay.",1321900
"@wackgurl a fetus isn't a person. it's a fetus. and women arent public property owed to anyone anyway.  is  @justsnapd8",552953
"rt @tblaesser0: whoever wrote  on the sidewalk near the flagpoles, i kindly sprayed my water bottle over them to wash it away for",888804
"next the gop will claim amb. stevens didn't have hrc's email but paula jones did. this hearing is a jukebox of clinton tropes.",603572
